firstname;male;female
ulisse;34;5
vicente;30;9
viktor;39;0
xaver;39;0
zélida;0;39
zénais;5;34
adelheid;1;37
adriane;0;38
aldonce;34;4
amedée;38;0
andrés;38;0
aubain;38;0
aymeric;38;0
cesare;37;1
clautilde;0;38
edma;0;38
eléonord;22;16
eline;0;38
elisee;36;2
émérance;0;38
emerencienne;1;37
euchariste;34;4
fanélie;0;38
florimonne;0;38
fogel;3;35
frasie;0;38
frézal;37;1
fructus;38;0
gratieuse;1;37
héribert;37;1
hermante;0;38
ildut;38;0
joanni;36;2
joséphin;38;0
josue;38;0
judicaël;37;1
liénard;38;0
madelène;0;38
mindlé;0;38
mondane;0;38
nonciade;1;37
osée;33;5
paschale;5;33
pépin;38;0
peronnelle;0;38
phrasie;0;38
sélima;0;38
sigmund;38;0
toine;38;0
vierge;0;38
andrésine;0;37
anstett;37;0
ariette;1;36
arthurine;0;37
aymon;37;0
begnine;7;30
béloni;36;1
berthille;0;37
cantienne;0;37
cathelin;37;0
céléstine;0;37
crescent;37;0
debora;0;37
dosithé;36;1
douce;8;29
eléonard;37;0
emerancienne;0;37
érasme;37;0
esmée;0;37
évrard;37;0
fare;2;35
fleurye;1;36
gallus;36;1
geneix;37;0
giacinta;0;37
gibrien;37;0
gillion;37;0
helis;1;36
hervée;0;37
laetizia;0;37
leyen;2;35
manassé;37;0
miquel;37;0
napoléone;14;23
noe;36;1
odyle;0;37
pasquino;37;0
perrone;0;37
philigone;32;5
sampiero;37;0
saül;37;0
théophine;4;33
viviane;0;37
wilhem;35;2
ana;3;33
anatoille;15;21
andrette;0;36
andrienne;0;36
annon;34;2
ansbert;36;0
anthonin;36;0
apauline;0;36
arzélie;0;36
auxence;36;0
barach;36;0
calixtine;0;36
clémens;36;0
elisabelle;0;36
elma;0;36
emélia;0;36
euzèbe;34;2
fani;0;36
flaminia;0;36
fleuribonne;1;35
floriane;0;36
fromet;1;35
gengoulf;36;0
germine;0;36
géronime;0;36
hyppolitte;35;1
ildevert;35;1
innocence;0;36
ives;35;1
jacquemette;0;36
josépha;1;35
lã©onard;36;0
mammert;36;0
marat;36;0
margherite;0;36
mellon;36;0
nymphe;1;35
obline;2;34
odilie;0;36
perroline;0;36
petronella;0;36
petronelle;0;36
sélina;0;36
theodorine;0;36
vinebault;36;0
wolff;36;0
adjutor;35;0
alexy;33;2
ambrosine;0;35
arthème;35;0
athanais;4;31
binjamin;35;0
camélia;0;35
cléopha;7;28
cristofaro;35;0
damianne;0;35
domitine;0;35
elien;32;3
elizabette;0;35
elvira;0;35
ely;35;0
emélina;0;35
emérantienne;0;35
erme;34;1
eugin;34;1
euphénie;0;35
euphrosie;1;34
euverte;33;2
florianne;0;35
gothard;35;0
grimonie;2;33
guiguitte;0;35
guillelmette;0;35
gurval;30;5
helie;33;2
iréne;2;33
irenee;21;14
issac;35;0
jeanty;35;0
jénie;0;35
jérosme;35;0
joanès;35;0
joas;34;1
jourdain;35;0
julina;0;35
jumelle;0;35
laurance;0;35
leodegarius;35;0
lisbeth;0;35
lorence;0;35
nennecy;1;34
nicolasse;0;35
octavia;0;35
paquin;35;0
prothais;34;1
savinienne;0;35
scheinel;4;31
scipione;35;0
siffroy;35;0
tanche;0;35
thécla;0;35
theodora;0;35
thiébaude;0;35
trinité;12;23
ursmarine;0;35
valerien;35;0
vallery;33;2
vendicien;35;0
wulphy;35;0
xavérine;0;35
adelphin;34;0
adhélard;34;0
aglore;3;31
aldric;34;0
alphonce;34;0
amynthe;15;19
astorg;34;0
basil;34;0
c;15;19
christophine;0;34
colin;34;0
colombain;34;0
cornelius;34;0
démet;34;0
diebolt;34;0
donade;0;34
eleuthere;31;3
elida;2;32
filius;33;1
fleurence;0;34
florens;34;0
florinne;0;34
gengon;33;1
godeline;0;34
goual;34;0
guillen;32;2
henrie;17;17
hidulphe;34;0
honeste;31;3
isménie;0;34
jose;34;0
ludwine;0;34
mariana;0;34
maxent;34;0
medulphe;33;1
milliau;34;0
mitre;33;1
nanon;1;33
noëmie;0;34
orphina;0;34
ours;33;1
peronelle;0;34
polidor;33;1
pomponne;29;5
protésie;0;34
raphaëlle;0;34
tenenan;34;0
valerine;0;34
adna;0;33
alcibiade;31;2
aloysia;6;27
alyre;24;9
angély;32;1
annais;0;33
aristine;0;33
athenais;1;32
bartholome;33;0
camillo;33;0
catterina;0;33
céran;32;1
chrysogone;30;3
chrysostôme;32;1
coraly;0;33
crispine;0;33
dolorès;0;33
doria;0;33
drausin;33;0
edel;2;31
emerite;7;26
eugêne;32;1
fradel;0;33
franðcois;32;1
gaudéric;33;0
gerald;33;0
gérémie;22;11
gorgonie;1;32
humbertine;0;33
jeremias;32;1
jouanna;0;33
leonhard;33;0
liebert;33;0
lucrezia;0;33
madleine;0;33
magnance;0;33
mamet;33;0
mansuet;33;0
meleine;33;0
mélia;0;33
mélite;0;33
méric;30;3
meriem;0;33
milie;0;33
militine;0;33
mimie;0;33
mondine;0;33
pallade;33;0
paulexine;0;33
riagat;33;0
rosia;1;32
sulamite;0;33
thélo;33;0
thermidor;31;2
thiebold;33;0
vanne;32;1
wallerand;33;0
xenfant;33;0
adonise;2;30
agostina;0;32
allyre;21;11
aloisius;32;0
amédine;0;32
anatoline;0;32
andreaz;0;32
andriette;0;32
angelon;32;0
anglebert;32;0
anthèlmette;0;32
arlette;0;32
audille;3;29
bébé;22;10
belloni;30;2
bellonie;6;26
cecilien;32;0
chérubin;32;0
cléonisse;0;32
clorie;0;32
cordula;0;32
corine;1;31
cybard;32;0
devote;0;32
emilion;32;0
enselme;31;1
exavier;32;0
fanchon;0;32
fauste;3;29
felicia;0;32
fraimbault;31;1
geofroid;32;0
godfroy;32;0
honora;4;28
hubertus;32;0
hyacynthe;12;20
jéran;32;0
junior;31;1
lacroix;29;3
laurand;30;2
léonice;2;30
léontin;32;0
lodie;0;32
longin;32;0
lucain;32;0
marquette;0;32
marquise;0;32
maximine;2;30
mercedes;0;32
myrthil;32;0
nicolo;32;0
olifie;0;32
orosie;0;32
palamède;32;0
phillibert;32;0
probace;31;1
prothin;31;1
rock;32;0
rosella;0;32
sibylle;0;32
silvinne;0;32
souverain;32;0
tangui;32;0
théodosine;0;32
théodullaz;0;32
théraise;0;32
adulphe;31;0
afra;0;31
agapithe;29;2
alcindor;31;0
alexite;1;30
anasthasia;0;31
angelika;1;30
anthelma;0;31
arlestine;0;31
audoin;31;0
aurèle;29;2
balzamie;1;30
cazarie;0;31
cezarine;0;31
clermonde;0;31
clermone;0;31
clodomire;4;27
cora;0;31
didace;29;2
édmée;0;31
emelia;0;31
emerante;0;31
émerence;0;31
emir;31;0
emn;20;11
espérie;0;31
estel;10;21
fançois;31;0
fernando;31;0
flamine;0;31
floriant;31;0
fortuna;18;13
friederika;1;30
genevievre;1;30
géraldine;0;31
haim;31;0
helix;0;31
hoche;31;0
ingénu;29;2
joacine;3;28
lavinie;0;31
léonine;0;31
lucide;11;20
marguerit;14;17
marit;27;4
marquerite;0;31
melchiotte;0;31
méleine;30;1
noële;1;30
nouel;30;1
onésipe;30;1
pancrazio;31;0
peironne;0;31
philippaz;0;31
piat;31;0
slanie;0;31
ventura;31;0
xaverius;31;0
ysidore;31;0
adélice;0;30
adolfo;30;0
agenor;25;5
almyre;25;5
andrine;1;29
attala;1;29
avenant;30;0
azarie;16;14
bartélémy;30;0
bénite;0;30
benonie;20;10
bérangère;0;30
bienvenue;24;6
blanquette;0;30
blümel;2;28
caherine;0;30
camile;24;6
clorine;0;30
clotide;0;30
crescentia;0;30
crespine;0;30
danielle;0;30
dominicaz;4;26
élysée;29;1
fabius;29;1
félécité;0;30
félicissime;20;10
fiacrée;0;30
fleurimond;30;0
francia;2;28
frédèric;29;1
genny;0;30
géorgine;0;30
gestin;30;0
hildebert;29;1
irenée;25;5
jachet;2;28
jaquine;0;30
jeaneton;0;30
joel;30;0
katarina;0;30
konrad;29;1
lauren;29;1
laurentin;30;0
leonardus;30;0
magdelon;19;11
manuelle;1;29
marcienne;0;30
margherita;0;30
mariam;0;30
melie;0;30
nicola;27;3
odde;1;29
onézine;21;9
pelage;29;1
persévérance;0;30
pharaon;30;0
plaisance;0;30
polydor;30;0
polyxène;2;28
quilico;30;0
riquier;30;0
sané;30;0
scolatique;0;30
servaise;0;30
théogène;30;0
theresine;0;30
valere;28;2
victorienne;0;30
vidiane;0;30
vinceslas;29;1
yvonette;0;30
zéma;1;29
albina;0;29
amador;29;0
anatholie;1;28
artemise;2;27
astérie;0;29
augusto;29;0
barthélémye;1;28
bonami;29;0
callixte;29;0
casiodore;29;0
célima;0;29
cibard;29;0
conradus;29;0
contessa;0;29
corantin;29;0
corisande;1;28
dié;29;0
dionis;29;0
edeltrude;2;27
eli;28;1
élina;0;29
emiliana;0;29
erlande;27;2
esclarmonde;0;29
flavia;3;26
florin;28;1
frank;29;0
geoffray;29;0
guiral;29;0
guyone;1;28
henria;0;29
henric;29;0
janny;1;28
jeromine;0;29
josphine;0;29
juda;29;0
juillette;0;29
liotte;0;29
marcial;29;0
matheus;29;0
maudet;26;3
meliau;27;2
méréal;29;0
olympia;0;29
osias;29;0
philippina;0;29
philomèle;0;29
rénier;29;0
romarie;19;10
salaberge;1;28
sbastien;29;0
socrate;29;0
tertulien;28;1
théoduline;0;29
thurian;29;0
vincette;0;29
wolf;29;0
xaverine;0;29
yriex;29;0
yzabelle;1;28
adhéaume;28;0
agatte;0;28
almédorine;0;28
ambroix;28;0
anathole;27;1
ancel;28;0
aventine;0;28
cleophas;24;4
cosima;0;28
cyrette;0;28
delfine;0;28
deline;0;28
dolomie;0;28
dolores;0;28
dominic;28;0
donnat;27;1
édmond;28;0
eléonise;0;28
elizé;27;1
elmyre;1;27
emeri;28;0
emérite;3;25
emilius;28;0
eustoquie;0;28
falette;0;28
fançoise;0;28
flori;28;0
fortunade;0;28
frédérine;0;28
gaëtane;0;28
giuseppina;0;28
godefroid;28;0
gongat;28;0
gualbert;28;0
guilleaume;27;1
hiacynthe;19;9
hirtzel;25;3
ignacio;28;0
jacquelin;26;2
jaime;28;0
janine;0;28
jaqueline;0;28
jérasime;27;1
joannés;28;0
jorge;24;4
joseh;28;0
jourdan;27;1
juvin;28;0
leonidas;28;0
loise;1;27
lucinde;0;28
ludine;0;28
marthial;28;0
maurizaz;0;28
médardine;0;28
méloé;0;28
mickael;27;1
mira;0;28
nadal;27;1
naillas;27;1
nérée;21;7
nicomède;26;2
ninette;0;28
nuno;28;0
odonie;0;28
olivette;0;28
onorato;28;0
onulphe;27;1
oportune;3;25
philistin;28;0
pieter;28;0
polexine;0;28
tècle;3;25
toinete;0;28
toinon;3;25
tonin;28;0
vasthie;0;28
venceslas;28;0
vraine;0;28
wandrille;27;1
adélard;27;0
adelia;0;27
alliette;1;26
amantine;0;27
amy;13;14
anthelmine;0;27
barthèlemy;27;0
basille;21;6
bellanie;0;27
benois;27;0
bérengère;0;27
bernat;27;0
blasie;0;27
blazie;0;27
catrine;1;26
célia;0;27
cléophe;3;24
clorinda;0;27
dionise;2;25
dorothy;0;27
élisé;21;6
emillande;1;26
emille;26;1
enfantmortné;16;11
estère;0;27
eusébe;27;0
eustasie;1;26
ezechiel;27;0
feliciano;27;0
fernanda;0;27
florant;27;0
gaudense;0;27
geran;27;0
goueznou;27;0
helen;15;12
idelphonse;26;1
ildefonce;26;1
illuminée;0;27
jannie;0;27
joséphina;1;26
junius;27;0
kaspar;27;0
kendel;3;24
laeticia;0;27
legere;0;27
leib;27;0
leonor;13;14
liévain;27;0
lupicin;27;0
margarite;0;27
marguerte;0;27
médéa;0;27
melitine;1;26
paolina;0;27
pélage;26;1
philémond;27;0
renauld;27;0
sabat;25;2
santia;0;27
serafino;27;0
serette;0;27
serin;27;0
siffren;27;0
sostène;26;1
téophile;26;1
thamec;25;2
théophanie;0;27
tropez;27;0
urseline;0;27
vicenta;1;26
winocq;27;0
zephirine;1;26
abeilard;26;0
alia;0;26
allard;26;0
angeluccia;0;26
anomyme;17;9
antoina;0;26
appauline;0;26
arnaudin;25;1
arnaut;26;0
ary;26;0
auscher;26;0
auspice;26;0
bazil;26;0
bernabé;26;0
berthon;18;8
bertilde;0;26
birgitte;0;26
bonette;0;26
christiana;1;25
cipriano;26;0
ciril;26;0
clodine;0;26
cloud;26;0
colas;24;2
constante;0;26
delle;22;4
desanges;2;24
donatille;0;26
e;21;5
egyde;23;3
eleonie;0;26
eliacim;25;1
eliodore;23;3
emilan;26;0
erard;22;4
eudes;25;1
eudoxe;22;4
eufrosine;0;26
evrine;0;26
gaubert;26;0
genie;3;23
geoffrey;26;0
giuseppa;0;26
graciette;0;26
guénaël;26;0
guilhaumes;26;0
gurvalle;0;26
hanry;26;0
harry;26;0
hierome;25;1
hilarine;0;26
japhet;25;1
jeanna;0;26
jeanpierre;26;0
josefina;0;26
judel;12;14
judie;1;25
lamoral;26;0
maire;3;23
majol;26;0
male;24;2
manuela;0;26
marain;26;0
marcangelo;25;1
marguertie;1;25
mathide;0;26
matie;0;26
maurizio;26;0
maxellande;0;26
mechtilde;0;26
meinradus;26;0
natalina;0;26
nathé;26;0
nativité;0;26
niklaus;26;0
ondoye;18;8
ozanne;0;26
ozélie;0;26
pamela;0;26
petrea;0;26
polline;0;26
queric;26;0
reinhart;26;0
reisel;1;25
rigal;26;0
rollin;26;0
romanus;26;0
sennen;26;0
son;25;1
théodoric;25;1
théolinde;1;25
théonille;0;26
vilfrid;25;1
vitus;26;0
volusien;26;0
zacharias;26;0
zibora;0;26
zipper;4;22
adla;0;25
agarithe;0;25
albérie;4;21
aléxandre;25;0
anaîs;0;25
anchel;25;0
andrianne;0;25
annastasia;0;25
arille;24;1
artémon;25;0
athenaise;0;25
augustus;24;1
basilio;25;0
blaisette;0;25
cäcilia;0;25
carmelle;0;25
cérice;25;0
cézard;23;2
cloris;1;24
coline;0;25
colmann;25;0
cornelia;0;25
diez;25;0
dominge;1;24
dominiqua;2;23
doucet;25;0
elène;0;25
elizabethe;2;23
emérencienne;0;25
esperansa;0;25
evremond;25;0
felicienne;0;25
fidélis;25;0
fleurus;25;0
friederike;0;25
geoges;25;0
geörg;25;0
gérault;25;0
giustina;0;25
goulvin;25;0
guion;25;0
harold;25;0
isaye;21;4
isbergues;0;25
jeanneviève;0;25
lois;15;10
lorance;0;25
madel;6;19
marcelinne;4;21
mathiasse;1;24
meinard;25;0
mercédès;0;25
modez;25;0
morille;23;2
mr;25;0
noellaz;0;25
olinde;15;10
padoue;11;14
paulet;23;2
prudencienne;0;25
regnard;25;0
reichel;0;25
réné;25;0
rictrude;0;25
rival;25;0
sephora;0;25
stamata;0;25
theotiste;0;25
thèrése;3;22
theudère;22;3
thyrse;25;0
tiennette;0;25
vendolin;25;0
xaviere;0;25
zémire;2;23
ade;0;24
alof;24;0
amécie;0;24
andrè;24;0
anthide;23;1
arcole;24;0
audine;0;24
aymond;24;0
barnabas;24;0
bartholomaeus;24;0
bernardina;0;24
biaggio;24;0
calix;22;2
clarine;0;24
clemente;21;3
crucien;24;0
desiderius;24;0
edwin;24;0
éléonie;0;24
elisabeht;0;24
elix;0;24
ellie;17;7
emérante;0;24
erminia;0;24
fabiano;22;2
féréole;12;12
fiordalice;0;24
fleure;0;24
florantine;2;22
florus;24;0
frances;2;22
fréjus;24;0
frigdian;24;0
fructidor;23;1
généviève;1;23
gerand;24;0
germance;0;24
girolamo;24;0
gitlé;0;24
gontrand;24;0
guilhomme;21;3
hildephonse;23;1
humberte;1;23
jérémi;24;0
jérômine;0;24
joanes;20;4
july;4;20
lagier;24;0
lipmann;24;0
margarete;0;24
marguaretha;0;24
maternus;24;0
mélodie;0;24
miladie;0;24
milady;0;24
mirtil;23;1
myrza;2;22
nadale;0;24
nathalis;23;1
nestorine;0;24
ozias;24;0
pancrase;23;1
paxent;24;0
perronne;0;24
philis;7;17
providence;6;18
raynald;24;0
rebecque;0;24
reneld;15;9
rica;0;24
richardine;0;24
robespierre;24;0
romphaire;24;0
sabina;0;24
sarra;0;24
silvia;0;24
sofie;0;24
sybilla;0;24
thugal;23;1
tomas;24;0
trudon;24;0
tudual;24;0
turiaf;24;0
valerio;24;0
venerande;0;24
véronica;1;23
victore;17;7
wilfried;24;0
agnant;23;0
aignant;21;2
albrecht;23;0
alna;0;23
angadrème;0;23
annemarie;0;23
appolina;5;18
appolon;23;0
artur;23;0
athanaze;20;3
auban;23;0
audile;2;21
beatriz;0;23
bélissante;0;23
berthulphe;23;0
bertrane;0;23
bertulphe;21;2
charlote;0;23
christopher;23;0
clairemonde;0;23
coleta;0;23
consorce;0;23
constantinus;23;0
cornelis;22;1
crispin;23;0
damiano;22;1
démosthène;23;0
elphege;19;4
émérentienne;0;23
epsv;13;10
evode;22;1
féline;1;22
fergeux;23;0
fidelis;23;0
fidès;1;22
firminie;0;23
fleurimone;0;23
florimon;23;0
françois;23;0
fridoline;1;22
gangwolf;23;0
gaud;22;1
géneviève;0;23
géromine;1;22
giambattista;23;0
gilberthe;0;23
guichard;23;0
guilaine;0;23
guiraude;0;23
hermande;1;22
hilda;0;23
hipolitte;21;2
honnorade;0;23
ivo;23;0
jacominette;0;23
jannette;0;23
jeanti;22;1
joannin;22;1
johanes;23;0
josep;23;0
julle;20;3
klébert;23;0
laurentia;0;23
lidoire;23;0
lorant;22;1
luigia;0;23
lyphard;23;0
mames;23;0
marfisa;0;23
maris;11;12
mathia;5;18
mathieuse;0;23
mauris;22;1
maximilian;23;0
oculi;20;3
orens;22;1
pasqual;23;0
pavin;23;0
perpète;23;0
pius;21;2
polinaire;23;0
quenan;23;0
raynaud;23;0
reinette;0;23
ren;23;0
salvade;2;21
scévole;23;0
sezni;23;0
sigismonde;0;23
spiridion;23;0
stanilas;23;0
théo;23;0
thomine;0;23
usmer;22;1
vendel;23;0
victorique;22;1
walbourga;0;23
zénaise;0;23
accurse;22;0
achilles;22;0
albertus;22;0
alexide;1;21
almaide;0;22
alphrède;22;0
amenaide;0;22
andrès;22;0
angélia;0;22
anthème;22;0
armanda;0;22
assunta;0;22
aubeline;0;22
avelina;0;22
azélia;0;22
belzamine;0;22
betsy;0;22
blimle;0;22
bonabes;22;0
bonnefoi;21;1
boris;21;1
breinle;0;22
brevalaire;21;1
carline;0;22
célinat;0;22
chantale;0;22
claudina;0;22
claus;22;0
clothaire;21;1
colomba;0;22
colombine;0;22
cyprine;1;21
dèle;20;2
don;22;0
donatine;1;21
ema;1;21
emerentianne;0;22
éric;22;0
esaü;22;0
esthère;0;22
euphosine;0;22
eusoye;0;22
eustachie;0;22
fédora;3;19
félicine;0;22
felise;0;22
ferdinandus;22;0
fereol;21;1
fleuride;1;21
fleurina;0;22
flix;22;0
florebert;21;1
fridolinus;22;0
gabriella;0;22
gengould;22;0
geofroy;22;0
géréon;20;2
gerolamo;22;0
giuliano;22;0
glaudine;0;22
godard;21;1
gompertz;22;0
guillomette;0;22
héléonore;0;22
hermanie;0;22
homobon;22;0
illuminé;22;0
iris;5;17
izaline;0;22
jacqueminette;1;21
janie;0;22
joanin;22;0
julio;22;0
julles;22;0
katherina;0;22
lena;0;22
léobonne;0;22
lèon;22;0
letitia;0;22
locadie;1;21
lumier;22;0
madlaine;0;22
mélida;0;22
mossé;22;0
naamas;20;2
nadia;0;22
onuphre;20;2
panthaléon;22;0
philippée;0;22
pontian;22;0
précile;1;21
quitaire;0;22
ranulphe;22;0
rita;0;22
rosoline;0;22
scholatique;1;21
sully;22;0
tecle;5;17
térèse;0;22
thaise;0;22
thére;10;12
thèrese;0;22
thre;0;22
urs;21;1
vernier;22;0
vulphy;22;0
yzabeau;0;22
adéma;0;21
adolphina;0;21
adophe;21;0
alard;21;0
alesio;21;0
alvine;0;21
amet;21;0
analie;0;21
anceline;0;21
antoinete;0;21
arcadius;21;0
arsine;1;20
aurelia;0;21
barberine;0;21
bégnine;4;17
bélisante;0;21
benony;19;2
bergitte;0;21
bonaparte;16;5
bravie;5;16
casparus;21;0
cathrinne;1;20
catin;0;21
cirette;0;21
clèmence;0;21
cosman;21;0
cot;21;0
damiens;21;0
devota;0;21
docité;19;2
dorcas;1;20
ehrhard;21;0
éliana;0;21
élias;20;1
eliezer;21;0
elisaberlh;0;21
émée;0;21
emerantianne;0;21
émerentienne;0;21
emily;0;21
emphroisine;0;21
eugenio;21;0
euloge;21;0
evroult;21;0
felicita;0;21
ferdinando;21;0
ferry;21;0
floreal;15;6
florenz;21;0
gaetano;21;0
gedeon;21;0
genovefa;0;21
gil;20;1
gittel;0;21
godelieve;0;21
goussaud;21;0
graciane;0;21
gregor;21;0
grégorine;0;21
guenin;21;0
guillaine;0;21
harmance;0;21
henrica;0;21
herblain;21;0
himery;21;0
homerine;0;21
ide;0;21
jacobéa;0;21
jessé;21;0
joshine;0;21
josiane;1;20
jovite;18;3
jubin;21;0
julma;4;17
keillé;0;21
lehman;21;0
lodois;21;0
lorenza;0;21
ludovico;21;0
maclou;20;1
malvine;0;21
margaretta;0;21
margurite;0;21
mariannette;0;21
mariethérèse;0;21
memie;17;4
mérence;1;20
néhémie;21;0
nerté;0;21
nézida;0;21
nouelle;0;21
orancie;0;21
orient;21;0
orphée;14;7
palais;21;0
perronnelle;0;21
phal;21;0
piant;21;0
pierronne;0;21
précille;0;21
prieste;0;21
renestine;0;21
ricarde;0;21
rosaire;6;15
roulette;0;21
rudolph;21;0
salmon;21;0
salvator;20;1
saturline;1;20
senoch;21;0
soline;0;21
sosthene;21;0
sp;16;5
sylvester;21;0
sylvina;0;21
théonie;0;21
tual;21;0
urse;21;0
urzin;21;0
victorina;0;21
vilfride;18;3
vite;21;0
vrine;0;21
ysidor;21;0
zulima;0;21
adolfe;20;0
alexius;20;0
ali;20;0
alyette;0;20
amblard;20;0
angelbert;20;0
ann;0;20
aquilas;20;0
arriette;0;20
azémie;0;20
beile;0;20
belonie;14;6
benestruc;20;0
bénony;18;2
bérard;20;0
bibi;0;20
blaisia;0;20
bonet;20;0
calliste;13;7
carloman;20;0
celerine;0;20
chretienne;1;19
cléophé;1;19
clerc;16;4
clodion;20;0
conception;0;20
deborah;0;20
désire;18;2
domnin;20;0
durant;20;0
edmund;20;0
eme;18;2
emee;0;20
estasie;0;20
evence;17;3
fleurimont;20;0
florans;20;0
florantin;19;1
francise;4;16
franois;20;0
frederika;0;20
friderich;20;0
gaspare;10;10
géoffroi;20;0
geral;20;0
gersende;0;20
gilis;20;0
gonnery;20;0
gracia;2;18
hérard;20;0
hermense;0;20
hernestine;1;19
hiérosme;20;0
hilarian;20;0
isorine;0;20
jacobelle;1;19
jaouan;20;0
jassé;20;0
jerosme;20;0
josseline;0;20
julliette;0;20
léna;0;20
léonnie;0;20
leonore;2;18
lévy;19;1
linda;0;20
lisabeth;0;20
loüis;20;0
lucian;20;0
lugarde;0;20
lunetta;0;20
macé;19;1
madelene;0;20
margarithe;0;20
margueite;0;20
mariefrançoise;0;20
marix;20;0
mathern;20;0
maxima;1;19
merle;0;20
mimi;0;20
morillon;20;0
nathanaël;20;0
nella;0;20
nicette;0;20
np;15;5
oréline;0;20
orésine;0;20
ottilie;0;20
pasquina;0;20
pavine;0;20
philogene;17;3
philomen;20;0
pia;0;20
praxede;3;17
reiné;14;6
renotte;0;20
reparata;0;20
rochus;20;0
salve;5;15
sindulphe;20;0
sixt;20;0
suplice;16;4
thelcide;0;20
thélesphore;20;0
thépaut;20;0
theudosie;2;18
trophin;20;0
trophine;9;11
victurnienne;0;20
zelma;0;20
zephyr;20;0
<living>;11;8
abondance;7;12
adelma;0;19
adelmar;19;0
admire;12;7
adonie;2;17
alberta;0;19
alesandro;19;0
almodie;0;19
angelus;19;0
arsinthe;0;19
astolphe;19;0
auréline;0;19
aymardine;0;19
baseline;0;19
basilise;2;17
benedikt;19;0
berton;8;11
bertran;19;0
bienheuré;19;0
blimlé;0;19
camillus;19;0
cédonie;0;19
céphise;0;19
childéric;19;0
chrischona;0;19
clairie;0;19
clementina;0;19
conogan;19;0
cornélia;0;19
coschel;18;1
déborah;0;19
edouardine;0;19
eleonora;0;19
emiel;19;0
end;13;6
eponine;0;19
eulodie;0;19
eusebie;0;19
flavienne;0;19
florentina;1;18
francette;0;19
franklin;19;0
gibert;19;0
gildard;18;1
giordano;19;0
gloriante;0;19
gordien;19;0
hardouin;19;0
helise;0;19
hermentine;1;18
honnorine;0;19
horélie;0;19
ignazia;0;19
inommée;1;18
iphise;0;19
jacqueme;0;19
jaume;19;0
jb;19;0
joassine;0;19
légé;18;1
léopol;19;0
lévi;18;1
lilia;0;19
linard;19;0
lizette;0;19
loetitia;0;19
lyda;0;19
magdelainne;0;19
magdelet;19;0
marcoux;19;0
margretha;0;19
marienne;7;12
marzolff;19;0
mattieu;19;0
mendel;13;6
michelangelo;19;0
modere;19;0
myrtile;16;3
noëllie;0;19
numance;15;4
oger;19;0
origine;0;19
osvald;19;0
otilia;0;19
ozide;2;17
pacôme;18;1
paquet;19;0
pasques;19;0
pécine;0;19
pelletier;19;0
périclès;19;0
philimont;19;0
phylomène;0;19
polite;10;9
prothade;19;0
remfroye;1;18
remigius;19;0
renet;19;0
renette;1;18
ruth;1;18
sacra;0;19
scholastica;0;19
senateur;18;1
serine;0;19
siffroi;19;0
simphorose;1;18
soeurette;0;19
susane;0;19
thécle;0;19
therence;0;19
ugène;19;0
ulphe;0;19
valantin;19;0
valent;18;1
valentino;19;0
venture;19;0
vincentine;0;19
yvonnick;19;0
zelpha;1;18
zéphyre;16;3
alberto;18;0
alfonsine;0;18
amatre;18;0
amice;2;16
anasthaise;0;18
angadresme;0;18
anthoni;18;0
appolanie;0;18
arthémie;2;16
aubéline;0;18
aude;0;18
bartholomäus;18;0
bartolo;18;0
baudel;18;0
belzamie;0;18
bénézet;18;0
bernhardt;18;0
bibiana;1;17
blimond;18;0
bonnefille;0;18
breven;18;0
calais;18;0
camillia;0;18
casimire;8;10
castor;18;0
chéry;18;0
christophorus;18;0
cirguette;0;18
cléophile;1;17
clérie;1;17
cognogan;18;0
contant;18;0
crépine;0;18
crusoline;0;18
dalmas;18;0
damarie;1;17
dario;18;0
délina;0;18
dinah;0;18
dominque;17;1
dorina;0;18
dosité;14;4
egalité;9;9
eliette;0;18
enemond;18;0
erwin;18;0
etiènne;18;0
eufrasie;0;18
evangéliste;17;1
evremont;18;0
filomène;1;17
fleurentin;18;0
frans;18;0
froment;18;0
gauderic;18;0
gentienne;0;18
geoffroid;18;0
godefride;9;9
guglielmo;18;0
guinal;18;0
guiot;18;0
hannah;0;18
hermentaire;17;1
hernin;18;0
honoratus;18;0
hortanse;0;18
ildelphonse;18;0
isac;18;0
isidora;0;18
isidoro;18;0
jacqua;0;18
jacquet;16;2
joany;15;3
juillet;18;0
kaufmann;18;0
kendlé;0;18
leye;0;18
luther;18;0
maie;3;15
malachie;18;0
mardochee;18;0
margritte;0;18
markus;18;0
martianne;0;18
maurin;18;0
mauritius;18;0
maximile;1;17
meven;18;0
michèlle;0;18
miland;18;0
miliau;18;0
mindle;0;18
misaël;15;3
monika;0;18
myrtille;9;9
naphtali;18;0
nelson;18;0
nicolase;0;18
odoxie;0;18
orasie;0;18
oronce;17;1
paris;18;0
pere;18;0
petra;1;17
phrosine;0;18
placido;18;0
privatine;0;18
publicie;0;18
régnard;18;0
roche;17;1
roza;0;18
rubens;18;0
rufina;0;18
sigebert;18;0
sofia;0;18
sollange;0;18
stelle;0;18
stéphen;18;0
théobaldine;0;18
thomaze;0;18
thrse;0;18
ulphie;2;16
union;18;0
vastie;0;18
venantine;0;18
veronika;1;17
virgil;14;4
zélanie;0;18
zulime;1;17
adulphine;0;17
albans;17;0
alberique;9;8
alcidia;0;17
alda;0;17
alexendre;17;0
alis;4;13
amance;2;15
amica;0;17
angélica;0;17
anné;13;4
annonyme;14;3
