firstname;male;female
JAYLON;52;0
JAYME;30;0
JAYMES;38;0
JAYMI;87;0
JAYMIE;74;35
JAYNA;0;144
JAYNAH;0;21
JAYNE;0;88
JAYRON;120;0
JAYRONN;21;0
JAYSON;2853;0
JAYSSIM;21;0
JAYSSON;26;0
JAYWEN;26;0
JAYZON;22;0
JAZ;22;0
JAZIA;0;154
JAZIL;58;0
JAZMINE;0;26
JAZON;60;0
JAZZ;197;400
JEACQUES;53;0
JEAMES;32;0
JEAMS;25;0
JEAN;1912567;548
JEAN-ABEL;23;0
JEAN-ADRIEN;118;0
JEAN-AIME;92;0
JEAN-ALAIN;775;0
JEAN-ALBERT;471;0
JEAN-ALEX;79;0
JEAN-ALEXANDRE;444;0
JEAN-ALEXIS;210;0
JEAN-ALFRED;82;0
JEAN-ALIX;51;0
JEAN-ANDRE;868;0
JEAN-ANTHONY;37;0
JEAN-ANTOINE;916;0
JEAN-ANTONIO;21;0
JEAN-ARMAND;63;0
JEAN-ARMEL;25;0
JEAN-ARNAUD;131;0
JEAN-ARTHUR;72;0
JEAN-AUGUSTE;115;0
JEAN-AUGUSTIN;25;0
JEAN-AURELIEN;31;0
JEAN-AXEL;41;0
JEAN-AYMERIC;25;0
JEAN-BAPTISTE;49099;88
JEAN-BART;20;0
JEAN-BARTHELEMY;29;0
JEAN-BASTIEN;168;0
JEAN-BATISTE;21;0
JEAN-BENJAMIN;25;0
JEAN-BENOIT;1252;0
JEAN-BERNARD;8916;0
JEAN-BERTRAND;173;0
JEAN-BLAISE;48;0
JEAN-BOSCO;32;0
JEAN-BRIAC;56;0
JEAN-BRICE;400;0
JEAN-BRIEUC;22;0
JEAN-BRUNO;295;0
JEAN-CAMILLE;260;0
JEAN-CARL;39;0
JEAN-CARLO;68;0
JEAN-CARLOS;79;0
JEAN-CEDRIC;184;0
JEAN-CHARLES;19419;0
JEAN-CHRISTIAN;1313;0
JEAN-CHRISTOPHE;32033;0
JEAN-CHRISTOPHER;73;0
JEAN-CLAIR;80;0
JEAN-CLAUDE;173876;0
JEAN-CLEMENT;259;0
JEAN-COME;164;0
JEAN-CONSTANT;20;0
JEAN-CYPRIEN;31;0
JEAN-CYRIL;154;0
JEAN-CYRILLE;143;0
JEAN-DAMIEN;480;0
JEAN-DANIEL;2919;0
JEAN-DANY;101;0
JEAN-DAVID;1570;0
JEAN-DAVY;24;0
JEAN-DENIS;2186;0
JEAN-DENYS;35;0
JEAN-DESIRE;22;0
JEAN-DIDIER;427;0
JEAN-DOMINIQUE;1571;0
JEAN-EDDY;79;0
JEAN-EDMOND;52;0
JEAN-EDOUARD;514;0
JEAN-ELIE;282;0
JEAN-ELOI;21;0
JEAN-EMILE;335;0
JEAN-EMILIEN;22;0
JEAN-EMMANUEL;1251;0
JEAN-ERIC;908;0
JEAN-ERICK;27;0
JEAN-ERNEST;22;0
JEAN-ETIENNE;660;0
JEAN-EUDE;20;0
JEAN-EUDES;590;0
JEAN-EUGENE;89;0
JEAN-FABIEN;163;0
JEAN-FABRICE;362;0
JEAN-FELIX;395;0
JEAN-FERDINAND;22;0
JEAN-FERNAND;94;0
JEAN-FLORENT;102;0
JEAN-FLORIAN;42;0
JEAN-FRANCIS;568;0
JEAN-FRANCK;128;0
JEAN-FRANCO;49;0
JEAN-FRANCOIS;99879;0
JEAN-FRED;327;0
JEAN-FREDDY;28;0
JEAN-FREDERIC;973;0
JEAN-GABRIEL;1580;0
JEAN-GAEL;143;0
JEAN-GASTON;58;0
JEAN-GEORGES;739;0
JEAN-GERALD;36;0
JEAN-GERARD;294;0
JEAN-GHISLAIN;21;0
JEAN-GIL;24;0
JEAN-GILBERT;105;0
JEAN-GILLES;389;0
JEAN-GREGOIRE;50;0
JEAN-GREGORY;24;0
JEAN-GUILHEM;54;0
JEAN-GUILLAUME;904;0
JEAN-GUSTAVE;21;0
JEAN-GUY;1688;0
JEAN-HENRI;557;0
JEAN-HENRY;41;0
JEAN-HERVE;311;0
JEAN-HUBERT;307;0
JEAN-HUGO;29;0
JEAN-HUGUES;1638;0
JEAN-JACK;321;0
JEAN-JACQUES;53976;0
JEAN-JEAN;20;0
JEAN-JEROME;171;0
JEAN-JOEL;246;0
JEAN-JOSE;463;0
JEAN-JOSEPH;1633;0
JEAN-JULES;71;0
JEAN-JULIEN;252;0
JEAN-JUNIOR;38;0
JEAN-KARIM;33;0
JEAN-KARL;60;0
JEAN-KEVIN;57;0
JEAN-LAURENT;1287;0
JEAN-LEO;39;0
JEAN-LEON;260;0
JEAN-LIN;101;0
JEAN-LIONEL;98;0
JEAN-LOIC;382;0
JEAN-LOU;875;0
JEAN-LOUIS;80632;0
JEAN-LOUP;3796;0
JEAN-LUC;117599;0
JEAN-LUCAS;44;0
JEAN-LUCIEN;303;0
JEAN-LUDOVIC;84;0
JEAN-LUIS;30;0
JEAN-MAEL;36;0
JEAN-MALO;105;0
JEAN-MANUEL;925;0
JEAN-MARC;90917;0
JEAN-MARCEL;1113;0
JEAN-MARIE;86839;0
JEAN-MARIN;69;0
JEAN-MARIO;35;0
JEAN-MARIUS;115;0
JEAN-MARK;21;0
JEAN-MARTIAL;127;0
JEAN-MARTIN;222;0
JEAN-MARY;601;0
JEAN-MATHIAS;63;0
JEAN-MATHIEU;603;0
JEAN-MATHIS;27;0
JEAN-MATTHIEU;310;0
JEAN-MAURICE;1383;0
JEAN-MAX;1467;0
JEAN-MAXENCE;30;0
JEAN-MAXIME;419;0
JEAN-MICHAEL;176;0
JEAN-MICHEL;86767;0
JEAN-MICKAEL;246;0
JEAN-MIGUEL;55;0
JEAN-MIKAEL;24;0
JEAN-MOISE;39;0
JEAN-NATHAN;20;0
JEAN-NICOLAS;1054;0
JEAN-NOE;30;0
JEAN-NOEL;14945;0
JEAN-NORBERT;29;0
JEAN-OLIVIER;371;0
JEAN-PAOLO;21;0
JEAN-PASCAL;4893;0
JEAN-PATRICE;503;0
JEAN-PATRICK;2325;0
JEAN-PAUL;87825;0
JEAN-PHILIP;63;0
JEAN-PHILIPPE;45967;0
JEAN-PIERRE;214951;0
JEAN-PIERROT;27;0
JEAN-POL;511;0
JEAN-QUENTIN;25;0
JEAN-RAOUL;70;0
JEAN-RAPHAEL;448;0
JEAN-RAYMOND;868;0
JEAN-REGIS;184;0
JEAN-REMI;627;0
JEAN-REMY;743;0
JEAN-RENAUD;208;0
JEAN-RENE;4267;0
JEAN-RICHARD;435;0
JEAN-ROBERT;1810;0
JEAN-ROBIN;20;0
JEAN-ROCH;438;0
JEAN-RODOLPHE;66;0
JEAN-ROGER;461;0
JEAN-ROLAND;205;0
JEAN-ROMAIN;304;0
JEAN-RUDY;23;0
JEAN-SAMUEL;185;0
JEAN-SEBASTIEN;5202;0
JEAN-SERGE;204;0
JEAN-SIMON;176;0
JEAN-STANISLAS;29;0
JEAN-STEPHANE;465;0
JEAN-SULLY;20;0
JEAN-SYLVAIN;173;0
JEAN-SYLVESTRE;35;0
JEAN-TEDDY;23;0
JEAN-THEOPHANE;20;0
JEAN-THIERRY;237;0
JEAN-THOMAS;425;0
JEAN-TONY;20;0
JEAN-TOUSSAINT;90;0
JEAN-TRISTAN;50;0
JEAN-VALENTIN;32;0
JEAN-VALERE;42;0
JEAN-VALERY;62;0
JEAN-VIANNEY;71;0
JEAN-VICTOR;458;0
JEAN-VINCENT;848;0
JEAN-VITAL;27;0
JEAN-VIVIEN;26;0
JEAN-WILFRID;46;0
JEAN-WILFRIED;27;0
JEAN-WILLIAM;114;0
JEAN-WILLY;55;0
JEAN-WILSON;37;0
JEAN-XAVIER;226;0
JEAN-YAN;22;0
JEAN-YANN;265;0
JEAN-YANNICK;54;0
JEAN-YANNIS;21;0
JEAN-YVES;37746;0
JEAN-YVON;97;0
JEANA;0;25
JEANE;0;412
JEANELLE;0;124
JEANETTE;0;365
JEANICE;0;58
JEANICK;196;126
JEANIE;0;212
JEANINA;0;153
JEANINE;0;49558
JEANINNE;0;304
JEANIQUE;0;40
JEANISE;0;24
JEANNA;0;206
JEANNE;94;562730
JEANNE-ALICE;0;22
JEANNE-ANTIDE;0;39
JEANNE-CHARLOTTE;0;27
JEANNE-CLAIRE;0;28
JEANNE-ELISABETH;0;21
JEANNE-ELISE;0;20
JEANNE-FRANCOISE;0;57
JEANNE-HELENE;0;31
JEANNE-LAURE;0;36
JEANNE-LISE;0;58
JEANNE-LOUISE;0;87
JEANNE-MARIE;0;3238
JEANNE-ROSE;0;43
JEANNE-SOPHIE;0;28
JEANNELLE;0;100
JEANNETTE;0;19691
JEANNIC;0;61
JEANNICE;0;56
JEANNICK;786;1305
JEANNIE;0;3045
JEANNIK;0;69
JEANNILLE;0;20
JEANNIN;31;0
JEANNINA;0;379
JEANNINE;0;218738
JEANNIQUE;0;27
JEANNISE;0;35
JEANNOT;3104;0
JEANNOTTE;0;22
JEANNY;250;718
JEANNYNE;0;20
JEANOT;130;0
JEANPIERRE;33;0
JEANTY;38;0
JEANY;47;128
JEASON;148;0
JEBRANE;20;0
JEBRIL;275;0
JED;542;0
JEDEN;32;0
JEDIDJA;32;0
JEEVAN;71;0
JEF;132;0
JEFERSON;49;0
JEFF;1583;0
JEFFERSON;1622;0
JEFFERY;98;0
JEFFRAY;25;0
JEFFREY;2580;0
JEFFRY;126;0
JEHAN;1174;29
JEHANE;0;315
JEHANN;38;0
JEHANNE;0;1588
JEHIEL;49;0
JELANI;264;0
JELANY;37;0
JELENA;0;564
JELICA;0;27
JELIL;20;0
JELILA;0;31
JELINA;0;42
JELIS;32;0
JELISSA;0;86
JELLOUL;44;0
JELLY;0;25
JELYSSA;0;38
JEMA;0;39
JEMAA;0;57
JEMAEL;54;0
JEMAL;29;0
JEMEL;103;0
JEMIL;92;0
JEMILA;0;107
JEMIMA;0;461
JEMIMAH;0;28
JEMINA;0;136
JEMMA;0;101
JEMMY;168;27
JEMS;37;0
JEMUEL;108;0
JEMY;80;0
JENA;0;868
JENAEL;47;0
JENAELLE;0;52
JENAH;0;105
JENANE;0;55
JENATHAN;28;0
JENAYA;0;35
JENAYAH;0;20
JENAYE;0;30
JENESSY;0;25
JENIFER;0;1086
JENIFFER;0;27
JENINE;0;27
JENISHA;0;21
JENITA;0;24
JENNA;0;7437
JENNAH;0;3633
JENNAT;0;28
JENNATE;0;21
JENNIE;0;434
JENNIFER;0;65536
JENNIFFER;0;26
JENNY;43;9679
JENNY-LEE;0;28
JENNYFER;0;2937
JENNYPHER;0;21
JENOFA;0;23
JENS;92;0
JENSEN;103;0
JENSON;43;0
JENY;0;68
JENYFER;0;214
JEOFFRAY;51;0
JEOFFREY;1095;0
JEOFFROY;41;0
JEPHTE;111;0
JEPHTHE;40;0
JEREMI;1321;0
JEREMIA;21;0
JEREMIAH;276;0
JEREMIAS;54;0
JEREMIE;31627;83
JEREMY;134583;0
JERICHO;38;0
JERICK;20;0
JERIEL;37;0
JEROEN;38;0
JEROME;208331;204
JEROMIA;0;28
JEROMINE;0;1131
JERONIMO;127;0
JERRY;1613;0
JERRY-LEE;28;0
JERSEY;0;232
JERSON;41;0
JERY;41;0
JERZY;177;0
JESABEL;0;55
JESABELLE;0;38
JESICA;0;48
JESON;303;0
JESONE;26;0
JESS;372;51
JESSALYNN;0;34
JESSE;1255;50
JESSEE;73;0
JESSEM;26;0
JESSEN;36;0
JESSEY;20;0
JESSI;142;24
JESSIA;0;43
JESSICA;0;70994
JESSICKA;0;33
JESSIE;583;5581
JESSIKA;0;857
JESSIM;3278;0
JESSIME;72;0
JESSON;201;0
JESSONE;26;0
JESSY;13098;3993
JESSYCA;0;605
JESSYE;0;101
JESSYKA;0;90
JESSYM;419;0
JESULA;0;21
JESUS;2139;0
JETHRO;59;0
JEWEL;64;72
JEYAN;20;0
JEYDEN;107;0
JEYLAN;29;0
JEYLANN;22;0
JEYNA;0;62
JEYSON;248;0
JEZABEL;0;454
JEZABELLE;0;51
JEZEBEL;0;27
JEZEKAEL;24;0
JEZY;21;0
JHADE;0;70
JHOAN;38;0
JHON;159;0
JHONATAN;35;0
JHONATHAN;35;0
JHONNY;479;0
JHONY;67;0
JHOVANY;30;0
JIA;36;70
JIAN;62;0
JIANA;0;22
JIANI;32;0
JIANNI;35;0
JIANNY;55;0
JIANY;58;0
JIBRAIL;33;0
JIBRAN;36;0
JIBRANE;22;0
JIBRIL;3356;0
JIBRILE;21;0
JIBRYL;71;0
JIHAD;517;175
JIHADE;0;61
JIHAN;83;266
JIHANE;0;3468
JIHANNE;0;178
JIHED;261;32
JIHEN;0;186
JIHENE;0;675
JIHENNE;0;40
JIL;60;189
JILALI;197;0
JILAN;96;0
JILANE;0;21
JILANI;219;0
JILDAZ;65;0
JILIAN;95;0
JILIANE;0;51
JILL;48;739
JILLALI;46;0
JILLIAN;207;100
JILLIANE;0;53
JILLY;0;30
JILYAN;29;0
JIM;2800;25
JIMENA;0;38
JIMES;58;0
JIMI;247;0
JIMMI;40;0
JIMMIE;37;0
JIMMY;36044;0
JIMMY-LEE;33;0
JIMY;461;0
JIN;110;37
JINA;0;110
JINAN;0;115
JINANE;0;819
JINDA;0;25
JINEN;0;117
JINENE;0;302
JINETTE;0;83
JING;0;26
JINNY;0;30
JINO;64;0
JIOVANI;33;0
JIOVANNI;53;0
JIOVANNY;56;0
JIOVANY;73;0
JIRO;28;0
JISMY;85;0
JIULIA;0;76
JIVAN;127;0
JIYAN;313;39
JO;223;118
JO-ANN;0;52
JO-ANNE;0;39
JOA;115;83
JOAB;28;0
JOACHIM;14536;183
JOACHIME;0;109
JOACHIN;424;0
JOACHINE;0;118
JOACKIM;751;0
JOACKYM;29;0
JOACQUIM;36;0
JOAD;82;0
JOAH;80;0
JOAHN;37;0
JOAKIM;1617;0
JOAKIN;50;0
JOAKYM;54;0
JOALINE;0;81
JOALYNE;0;21
JOAM;31;0
JOAN;7063;1115
JOANA;0;4734
JOANE;92;774
JOANEL;25;0
JOANES;392;0
JOANI;117;0
JOANICK;57;0
JOANIE;0;419
JOANIS;103;0
JOANITA;0;62
JOANITO;38;0
JOANN;613;77
JOANNA;0;8103
JOANNAH;0;31
JOANNE;71;3278
JOANNES;6439;0
JOANNET;22;0
JOANNI;64;0
JOANNIC;56;0
JOANNICE;35;0
JOANNICK;110;28
JOANNIE;0;537
JOANNIN;25;0
JOANNIS;69;0
JOANNY;3156;155
JOANY;252;91
JOAO;4017;0
JOAO-CARLOS;49;0
JOAO-FILIPE;37;0
JOAO-LUIS;25;0
JOAO-MANUEL;28;0
JOAO-MIGUEL;23;0
JOAO-PAULO;88;0
JOAO-PEDRO;31;0
JOAQUIM;4519;0
JOAQUIN;1347;0
JOAQUINA;0;297
JOAQUINE;0;53
JOAS;156;0
JOASSINE;0;23
JOB;159;0
JOBY;56;0
JOCELAINE;0;40
JOCELIN;754;0
JOCELINE;0;1445
JOCELYN;12656;40
JOCELYNE;28;103546
JOCERAN;41;0
JOCERAND;28;0
JOCHEN;22;0
JOCIA;0;121
JOCONDE;0;38
JOCYA;0;334
JODDIE;0;38
JODDY;20;62
JODELLE;0;26
JODIE;0;1912
JODY;274;622
JOE;2563;278
JOEE;0;65
JOEFFREY;192;0
JOEL;146883;68
JOELA;0;34
JOELE;0;1234
JOELIE;0;32
JOELINE;0;81
JOELLA;0;203
JOELLE;0;93761
JOELLINE;0;87
JOELLY;0;35
JOELSON;24;0
JOELY;0;61
JOELYNE;0;41
JOEMY;34;0
JOEN;56;0
JOEVA;0;40
JOEVIN;330;0
JOEY;3296;544
JOFFRAY;239;0
JOFFRE;398;0
JOFFRETTE;0;699
JOFFREY;7643;0
JOFFRINE;0;26
JOFFROY;52;0
JOFRETTE;0;24
JOFREY;85;0
JOHA;36;0
JOHAD;42;0
JOHAINA;0;146
JOHAKIM;171;0
JOHAM;56;0
JOHAN;35057;88
JOHANA;0;3447
JOHANAN;21;0
JOHANE;185;633
JOHANEL;35;0
JOHANES;114;0
JOHANICK;23;0
JOHANIE;0;172
JOHANIS;30;0
JOHANITA;0;31
JOHANN;19329;125
JOHANNA;0;27406
JOHANNAH;0;22
JOHANNE;345;4884
JOHANNES;769;0
JOHANNICK;42;0
JOHANNIE;0;322
JOHANNY;414;133
JOHANY;216;57
JOHAO;27;0
JOHAR;22;50
JOHARA;0;164
JOHARY;74;0
JOHAYNA;0;113
JOHEINA;0;49
JOHEL;109;0
JOHEN;22;0
JOHLAN;35;0
JOHN;14389;0
JOHN-CHRISTOPHER;20;0
JOHN-DAVID;44;0
JOHN-EVAN;23;0
JOHN-LEE;20;0
JOHN-PAUL;32;0
JOHN-ROSS;72;0
JOHNA;33;0
JOHNAS;30;0
JOHNATAN;412;0
JOHNATHAN;250;0
JOHNATTAN;82;0
JOHNN;34;0
JOHNNIE;34;0
JOHNNY;15420;0
JOHNS;31;0
JOHNSON;235;0
JOHNY;2222;0
JOHRA;0;26
JOHSUA;31;0
JOHVANY;30;0
JOIA;0;104
JOINVILLE;23;0
JOKIN;149;0
JOLAINE;0;60
JOLAN;1998;0
JOLANE;41;88
JOLANN;210;0
JOLANNE;0;25
JOLEEN;0;62
JOLENE;0;175
JOLHAN;98;0
JOLHANN;23;0
JOLIAN;26;0
JOLIANE;0;25
JOLIE;0;44
JOLINA;0;59
JOLINE;0;169
JOLYNE;0;73
JOMANA;0;189
JON;895;0
JONA;181;43
JONAEL;271;0
JONAELLE;0;20
JONAH;1788;0
JONAS;9282;71
JONASS;39;0
JONASZ;31;0
JONATAN;382;0
JONATHAN;105425;0
JONATHANE;204;0
JONATHANN;246;0
JONAYD;20;0
JONE;0;105
JONEL;40;0
JONELLE;0;20
JONES;48;0
JONHATAN;38;0
JONHY;60;0
JONI;51;0
JONNATHAN;100;0
JONNHY;168;0
JONNY;343;0
JONY;123;0
JOOD;28;0
JOON;21;0
JORA;22;0
JORAH;27;0
JORAM;70;0
JORAN;700;0
JORANE;22;126
JORANN;67;0
JORD;44;0
JORDAN;55234;91
JORDANA;0;225
JORDANE;2897;1785
JORDANN;300;0
JORDANNA;0;31
JORDANNE;22;119
JORDANY;54;0
JORDAO;20;0
JORDHAN;89;0
JORDI;1449;0
JORDIE;23;0
JORDY;3287;0
JOREL;187;0
JOREN;27;0
JORG;30;0
JORGE;2607;0
JORGE-MANUEL;37;0
JORGEN;45;0
JORGINA;0;22
JORHAN;20;0
JORIAN;161;0
JORIC;64;0
JORICE;51;0
JORICK;316;0
JORIK;35;0
JORIS;16294;0
JORISSE;21;0
JORJE;83;0
JORLAN;22;0
JORMA;29;0
JORRIS;192;0
JORRY;47;0
JORRYS;40;0
JORY;175;26
JORYAN;46;0
JORYCE;27;0
JORYS;848;0
JOS;96;0
JOSANE;0;32
JOSANNE;0;47
JOSAPHAT;95;0
JOSCELIN;54;0
JOSCELINE;0;148
JOSCELYN;46;0
JOSCELYNE;0;291
JOSCHUA;38;0
JOSE;57542;1605
JOSE-ANGEL;22;0
JOSE-ANTOINE;43;0
JOSE-ANTONIO;324;0
JOSE-CARLOS;188;0
JOSE-DAVID;29;0
JOSE-EMMANUEL;32;0
JOSE-LOUIS;129;0
JOSE-LUIS;522;0
JOSE-MANUEL;623;0
JOSE-MARIA;320;0
JOSE-MARIE;244;26
JOSE-MICHEL;30;0
JOSE-MIGUEL;88;0
JOSE-PHILIPPE;21;0
JOSE-PIERRE;44;0
JOSEANE;0;28
JOSEBA;25;0
JOSEE;0;3231
JOSEF;385;0
JOSEFA;0;1230
JOSEFINA;0;204
JOSEFINE;0;37
JOSELAINE;0;25
JOSELENE;0;27
JOSELIA;0;22
JOSELIN;21;0
JOSELINE;0;2728
JOSELITA;0;208
JOSELITO;981;0
JOSELLE;0;71
JOSELY;0;21
JOSELYN;23;0
JOSELYNE;0;3554
JOSEP;27;0
JOSEPH;378217;477
JOSEPH-ANTOINE;94;0
JOSEPH-EMMANUEL;26;0
JOSEPH-MARIE;198;0
JOSEPHA;98;2588
JOSEPHAT;44;0
JOSEPHE;66;4124
JOSEPHIN;100;0
JOSEPHINA;0;161
JOSEPHINE;0;97979
JOSEPHTE;0;302
JOSET;20;0
JOSETE;0;120
JOSETTE;0;154100
JOSH;561;0
JOSHUA;11403;30
JOSHUAH;29;0
JOSHUAN;24;0
JOSHUE;39;0
JOSIA;0;121
JOSIAH;66;0
JOSIAN;1522;0
JOSIANA;0;51
JOSIANE;0;123109
JOSIANNE;0;4256
JOSIAS;389;0
JOSIC;27;0
JOSICK;43;0
JOSIE;0;854
JOSINE;0;214
JOSIP;40;0
JOSITA;0;27
JOSLAIN;23;0
JOSLIN;60;0
JOSLINE;0;31
JOSLYN;30;0
JOSQUIN;170;0
JOSS;462;0
JOSSE;471;0
JOSSELIN;5655;0
JOSSELINE;0;4330
JOSSELYN;374;0
JOSSELYNE;0;2246
JOSSERAND;65;0
JOSSETTE;0;27
JOSSIA;0;83
JOSSIANE;0;33
JOSSIE;0;31
JOSSUA;336;0
JOSSUAH;43;0
JOSUA;467;21
JOSUAH;175;0
JOSUAN;20;0
JOSUE;4410;0
JOSUHA;102;0
JOSY;181;840
JOSYAN;32;0
JOSYANE;0;2879
JOSYANNE;0;107
JOSYNE;0;20
JOTHAM;41;0
JOUAN;48;0
JOUANA;0;23
JOUANNA;0;20
JOUAYRIA;0;21
JOUBERT;78;0
JOUD;1118;329
JOUDA;0;46
JOUDE;76;189
JOUDI;24;54
JOUDIA;0;622
JOUDY;0;93
JOUDYA;0;93
JOUHAINA;0;147
JOUHAYNA;0;170
JOUHEYNA;0;45
JOULAYBIB;20;0
JOULIA;0;353
JOULIAN;114;0
JOULIANA;0;56
JOULIANE;23;0
JOULIANN;41;0
JOULYA;0;57
JOULYAN;45;0
JOUMANA;0;793
JOUMANAH;0;20
JOUMAYNA;0;33
JOUNAID;141;0
JOUNAIDI;22;0
JOUNAYD;341;0
JOUNEID;50;0
JOUNEYD;175;0
JOURDAIN;27;0
JOURDAN;88;0
JOURI;0;187
JOURY;0;194
JOUWAYRIA;0;76
JOUWAYRIYA;0;100
JOVAN;491;0
JOVANA;0;214
JOVANE;26;0
JOVANI;165;0
JOVANIE;21;0
JOVANKA;0;34
JOVANN;39;0
JOVANNA;0;65
JOVANNI;112;0
JOVANNY;266;0
JOVANY;450;0
JOVICA;30;0
JOWAN;45;0
JOY;418;7797
JOYA;0;187
JOYCE;589;4293
JOYE;0;323
JOYS;52;55
JOZE;20;0
JOZEF;164;0
JOZEFA;0;47
JOZETTE;0;52
JOZIANE;0;28
JOZSEF;23;0
JOZUA;38;0
JUAN;9220;0
JUAN-ANTONIO;137;0
JUAN-CARLOS;343;0
JUAN-DIEGO;20;0
JUAN-FRANCISCO;55;0
JUAN-JOSE;146;0
JUAN-LUIS;64;0
JUAN-MANUEL;138;0
JUAN-MIGUEL;64;0
JUAN-PABLO;45;0
JUAN-PEDRO;41;0
JUANA;0;1028
JUANA-MARIA;0;22
JUANITA;0;1034
JUANITO;598;0
JUANNA;0;31
JUANY;31;0
JUAQUIN;37;0
JUBA;430;0
JUDD;20;0
JUDE;1681;249
JUDES;472;0
JUDEX;236;0
JUDIA;0;43
JUDICAEL;2756;142
JUDICAELE;0;27
JUDICAELLE;0;583
JUDICKAEL;199;0
JUDIE;0;193
JUDIKAEL;456;0
JUDIKAELLE;0;65
JUDIT;0;23
JUDITE;0;127
JUDITH;0;12237
JUDITHE;0;67
JUDSON;20;0
JUDY;40;456
JUDYCAEL;21;0
JUGURTA;61;0
JUGURTHA;247;0
JUHAYNA;0;37
JUILLETTE;0;39
JUL;107;0
JULAN;35;0
JULAYBIB;50;0
JULE;572;0
JULEN;629;0
JULENE;0;20
JULES;166882;160
JULES-ALEXANDRE;25;0
JULES-ANTOINE;53;0
JULES-ARTHUR;27;0
JULES-EDOUARD;24;0
JULES-HENRI;36;0
JULES-YANN;29;0
JULETTE;0;31
JULI;0;29
JULIA;25;77178
JULIA-MARIE;0;23
JULIA-ROSE;0;27
JULIAN;18529;0
JULIANA;0;5127
JULIANE;53;3237
JULIANIE;0;51
JULIANN;1693;26
JULIANNA;0;1001
JULIANNE;0;1679
JULIANO;772;0
JULICIA;0;137
JULICIEN;48;0
JULIDE;0;170
JULIE;77;214978
JULIE-ANNA;0;36
JULIE-ANNE;0;457
JULIE-CHARLOTTE;0;45
JULIE-MARIE;0;90
JULIE-ROSE;0;35
JULIEN;344953;79
JULIEN-ALEXANDRE;21;0
JULIEN-PIERRE;65;0
JULIENNA;0;83
JULIENNE;25;30039
JULIET;0;343
JULIETA;0;148
JULIETTA;0;198
JULIETTE;0;170766
JULIJA;0;27
JULINA;0;236
JULINE;0;3965
JULIO;2296;0
JULISSA;0;26
JULITA;0;39
JULITTE;0;63
JULIUS;595;0
JULLIA;0;65
JULLIAN;584;0
JULLIEN;217;0
JULLIETTE;0;44
JULLY;0;52
JULLYAN;46;0
JULO;148;0
JULOT;268;0
JULUAN;100;0
JULY;0;843
JULYA;0;682
JULYAN;987;0
JULYANA;0;176
JULYANE;0;37
JULYANN;315;0
JULYANNA;0;53
JULYANO;34;0
JULYE;0;39
JULYEN;26;0
JULYNE;0;160
JULYO;35;0
JUMANA;0;73
JUN;264;73
JUNA;0;171
JUNAID;104;0
JUNAYD;548;0
JUNE;46;2510
JUNEYD;47;0
JUNIA;0;44
JUNIE;0;170
JUNIEN;111;0
JUNINHO;22;0
JUNIOR;1692;0
JUNO;75;163
JUNON;0;209
JUNOT;46;0
JUREK;22;0
JURGEN;383;0
JURIEN;55;0
JUST;761;0
JUSTA;0;69
JUSTE;676;108
JUSTICE;35;0
JUSTIN;22038;61
JUSTINA;0;423
JUSTINE;48;94447
JUSTINIEN;312;0
JUSTINO;66;0
JUSTO;103;0
JUSTYN;23;0
JUSTYNA;0;30
JUSTYNE;0;93
JUSUF;41;0
JUTTA;0;77
JUVENAL;164;0
JUWAYRIA;0;28
JUWAYRIYA;0;114
JYHANE;0;43
JYM;28;0
JYMMY;33;0
JYOTI;0;27
KA;45;56
KAAN;1393;0
KABA;142;87
KABIL;45;0
KABILAN;24;0
KABIR;59;0
KABIRA;0;21
KACEM;517;0
KACENDRA;0;31
KACEY;0;54
KACI;341;0
KACIA;0;21
KACIE;0;92
KACIM;247;0
KACPER;162;0
KACY;27;263
KADA;235;0
KADAFI;49;0
KADDA;104;0
KADDER;51;0
KADDOUR;368;0
KADEM;38;0
KADER;1686;137
KADHIJA;0;21
KADI;20;144
KADIA;0;330
KADIALY;28;0
KADIATA;0;145
KADIATOU;0;1706
KADIDIA;0;484
KADIDIATA;0;20
KADIDIATOU;0;743
KADIDJA;0;673
KADIDJATOU;0;146
KADIJA;0;992
KADIJAH;0;30
KADIJATOU;0;99
KADIM;33;0
KADIR;1002;0
KADIRIYE;0;27
KADJA;0;36
KADJATOU;0;33
KADJIDIA;0;23
KADOUDJA;0;20
KADOUJA;0;21
KADOUR;219;0
KADRA;0;159
KADRI;32;0
KADRIYE;0;53
KADY;0;482
KADYA;0;25
KAEDEN;93;0
KAEL;938;0
KAELA;0;179
KAELAN;380;0
KAELANN;60;0
KAELIA;0;137
KAELIE;0;71
KAELIG;537;102
KAELINE;0;26
KAELLA;0;77
KAELLE;0;37
KAELLY;0;82
KAELY;0;262
KAELYA;0;186
KAELYN;0;98
KAELYNE;0;141
KAELYNN;0;34
KAELYS;0;458
KAELYSS;0;36
KAENA;0;351
KAESSY;0;33
KAFIA;0;45
KAFIL;24;0
KAFOUNE;0;31
KAGAN;36;0
KAGNI;0;20
KAGNY;0;80
KAGORO;0;21
KAHAIA;0;27
KAHAN;46;0
KAHDIJA;0;20
KAHEL;24;0
KAHENA;0;170
KAHIL;1328;0
KAHILA;0;165
KAHILI;0;23
KAHILL;24;0
KAHIM;35;0
KAHIN;22;0
KAHINA;0;4137
KAHIS;129;0
KAHLAN;0;62
KAHONI;23;0
